Url,Resource Name,Identity,Country,Language,Partner,Operation,Scenario,Filter,AllowedPaymentMethods,DeltaType/Description,Path,In SelfHost,In SelfHost,SelfHost Response,SelfHost Response,PI State,PI Scenario,Data,Triage
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=storify&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,storify,add,,,,Edited,[0].displayDescription[1].members[6].displayContent,You'll be redirected to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=storify&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,storify,add,,,,Edited,[0].displayDescription[1].members[6].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=officesmb&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,officesmb,add,,,,Deleted,[0].displayDescription[0].members[0],"{    ""displayContent"": ""Set up a SEPA Direct debit account"",    ""displayId"": ""addDirectDebitSepaHeading"",    ""displayType"": ""heading""  }",,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=officesmb&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,officesmb,add,,,,Added,[0].displayDescription[0].members[0],,"{    ""displayContent"": ""Set up to pay by SEPA direct debit"",    ""displayId"": ""addDirectDebitSepaNewHeading"",    ""displayType"": ""heading""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=officesmb&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,officesmb,add,,,,Added,[0].displayDescription[0].members[10],,"{    ""displayContent"": ""You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done."",    ""displayId"": ""directDebitSepaUpdateNewLine1"",    ""displayType"": ""text""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-US&partner=onepage&operation=add,paymentMethodDescriptions,direct_debit,de,en-US,onepage,add,,,,Deleted,[0].displayDescription[0].members[0],"{    ""displayContent"": ""Set up a SEPA Direct debit account"",    ""displayId"": ""addDirectDebitSepaHeading"",    ""displayType"": ""heading""  }",,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-US&partner=onepage&operation=add,paymentMethodDescriptions,direct_debit,de,en-US,onepage,add,,,,Added,[0].displayDescription[0].members[0],,"{    ""displayContent"": ""Set up to pay by SEPA direct debit"",    ""displayId"": ""addDirectDebitSepaNewHeading"",    ""displayType"": ""heading""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-US&partner=onepage&operation=add,paymentMethodDescriptions,direct_debit,de,en-US,onepage,add,,,,Added,[0].displayDescription[0].members[10],,"{    ""displayContent"": ""You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done."",    ""displayId"": ""directDebitSepaUpdateNewLine1"",    ""displayType"": ""text""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=defaulttemplate&operation=replace,paymentMethodDescriptions,direct_debit,de,en-us,defaulttemplate,replace,,,,Deleted,[0].displayDescription[0].members[0],"{    ""displayContent"": ""Set up a SEPA Direct debit account"",    ""displayId"": ""addDirectDebitSepaHeading"",    ""displayType"": ""heading""  }",,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=defaulttemplate&operation=replace,paymentMethodDescriptions,direct_debit,de,en-us,defaulttemplate,replace,,,,Added,[0].displayDescription[0].members[0],,"{    ""displayContent"": ""Set up to pay by SEPA direct debit"",    ""displayId"": ""addDirectDebitSepaNewHeading"",    ""displayType"": ""heading""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=defaulttemplate&operation=replace,paymentMethodDescriptions,direct_debit,de,en-us,defaulttemplate,replace,,,,Added,[0].displayDescription[0].members[10],,"{    ""displayContent"": ""You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done."",    ""displayId"": ""directDebitSepaUpdateNewLine1"",    ""displayType"": ""text""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=northstarweb&operation=replace&scenario=withnewaddress,paymentMethodDescriptions,direct_debit,de,en-us,northstarweb,replace,withnewaddress,,,Deleted,[0].displayDescription[0].members[0],"{    ""displayContent"": ""Set up a SEPA Direct debit account"",    ""displayId"": ""addDirectDebitSepaHeading"",    ""displayType"": ""heading""  }",,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=northstarweb&operation=replace&scenario=withnewaddress,paymentMethodDescriptions,direct_debit,de,en-us,northstarweb,replace,withnewaddress,,,Added,[0].displayDescription[0].members[0],,"{    ""displayContent"": ""Set up to pay by SEPA direct debit"",    ""displayId"": ""addDirectDebitSepaNewHeading"",    ""displayType"": ""heading""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=northstarweb&operation=replace&scenario=withnewaddress,paymentMethodDescriptions,direct_debit,de,en-us,northstarweb,replace,withnewaddress,,,Added,[0].displayDescription[0].members[10],,"{    ""displayContent"": ""You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done."",    ""displayId"": ""directDebitSepaUpdateNewLine1"",    ""displayType"": ""text""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=northstarweb&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,northstarweb,add,,,,Deleted,[0].displayDescription[0].members[0],"{    ""displayContent"": ""Set up a SEPA Direct debit account"",    ""displayId"": ""addDirectDebitSepaHeading"",    ""displayType"": ""heading""  }",,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=northstarweb&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,northstarweb,add,,,,Added,[0].displayDescription[0].members[0],,"{    ""displayContent"": ""Set up to pay by SEPA direct debit"",    ""displayId"": ""addDirectDebitSepaNewHeading"",    ""displayType"": ""heading""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=northstarweb&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,northstarweb,add,,,,Added,[0].displayDescription[0].members[10],,"{    ""displayContent"": ""You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done."",    ""displayId"": ""directDebitSepaUpdateNewLine1"",    ""displayType"": ""text""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsettings&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsettings,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,Set up a SEPA Direct debit account,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsettings&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsettings,add,,,,Edited,[0].displayDescription[0].members[0].displayId,addDirectDebitSepaHeading,addDirectDebitSepaNewHeading,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsettings&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsettings,add,,,,Edited,[0].displayDescription[1].members[6].displayContent,You'll be redirected to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsettings&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsettings,add,,,,Edited,[0].displayDescription[1].members[6].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=oxodime&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,oxodime,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,Set up a SEPA Direct debit account,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=oxodime&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,oxodime,add,,,,Edited,[0].displayDescription[0].members[0].displayId,addDirectDebitSepaHeading,addDirectDebitSepaNewHeading,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=oxodime&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,oxodime,add,,,,Edited,[0].displayDescription[1].members[6].displayContent,You'll be redirected to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=oxodime&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,oxodime,add,,,,Edited,[0].displayDescription[1].members[6].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=defaulttemplate&operation=replace&scenario=withnewaddress,paymentMethodDescriptions,direct_debit,de,en-us,defaulttemplate,replace,withnewaddress,,,Deleted,[0].displayDescription[0].members[0],"{    ""displayContent"": ""Set up a SEPA Direct debit account"",    ""displayId"": ""addDirectDebitSepaHeading"",    ""displayType"": ""heading""  }",,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=defaulttemplate&operation=replace&scenario=withnewaddress,paymentMethodDescriptions,direct_debit,de,en-us,defaulttemplate,replace,withnewaddress,,,Added,[0].displayDescription[0].members[0],,"{    ""displayContent"": ""Set up to pay by SEPA direct debit"",    ""displayId"": ""addDirectDebitSepaNewHeading"",    ""displayType"": ""heading""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=defaulttemplate&operation=replace&scenario=withnewaddress,paymentMethodDescriptions,direct_debit,de,en-us,defaulttemplate,replace,withnewaddress,,,Added,[0].displayDescription[0].members[10],,"{    ""displayContent"": ""You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done."",    ""displayId"": ""directDebitSepaUpdateNewLine1"",    ""displayType"": ""text""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-US&partner=setupofficesdx&operation=add,paymentMethodDescriptions,direct_debit,de,en-US,setupofficesdx,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,Set up a SEPA Direct debit account,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-US&partner=setupofficesdx&operation=add,paymentMethodDescriptions,direct_debit,de,en-US,setupofficesdx,add,,,,Edited,[0].displayDescription[0].members[0].displayId,addDirectDebitSepaHeading,addDirectDebitSepaNewHeading,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-US&partner=setupofficesdx&operation=add,paymentMethodDescriptions,direct_debit,de,en-US,setupofficesdx,add,,,,Edited,[0].displayDescription[1].members[6].displayContent,We'll open your browser to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-US&partner=setupofficesdx&operation=add,paymentMethodDescriptions,direct_debit,de,en-US,setupofficesdx,add,,,,Edited,[0].displayDescription[1].members[6].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=setupofficesdx&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,setupofficesdx,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,Set up a SEPA Direct debit account,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=setupofficesdx&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,setupofficesdx,add,,,,Edited,[0].displayDescription[0].members[0].displayId,addDirectDebitSepaHeading,addDirectDebitSepaNewHeading,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=setupofficesdx&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,setupofficesdx,add,,,,Edited,[0].displayDescription[1].members[6].displayContent,We'll open your browser to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=setupofficesdx&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,setupofficesdx,add,,,,Edited,[0].displayDescription[1].members[6].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=saturn&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,saturn,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,Set up a SEPA Direct debit account,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=saturn&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,saturn,add,,,,Edited,[0].displayDescription[0].members[0].displayId,addDirectDebitSepaHeading,addDirectDebitSepaNewHeading,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=saturn&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,saturn,add,,,,Edited,[0].displayDescription[1].members[6].displayContent,You'll be redirected to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=saturn&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,saturn,add,,,,Edited,[0].displayDescription[1].members[6].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=webblends&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,webblends,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,Set up a SEPA Direct debit account,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=webblends&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,webblends,add,,,,Edited,[0].displayDescription[0].members[0].displayId,addDirectDebitSepaHeading,addDirectDebitSepaNewHeading,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=webblends&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,webblends,add,,,,Edited,[0].displayDescription[1].members[6].displayContent,You'll be redirected to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=webblends&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,webblends,add,,,,Edited,[0].displayDescription[1].members[6].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=northstarweb&operation=replace,paymentMethodDescriptions,direct_debit,de,en-us,northstarweb,replace,,,,Deleted,[0].displayDescription[0].members[0],"{    ""displayContent"": ""Set up a SEPA Direct debit account"",    ""displayId"": ""addDirectDebitSepaHeading"",    ""displayType"": ""heading""  }",,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=northstarweb&operation=replace,paymentMethodDescriptions,direct_debit,de,en-us,northstarweb,replace,,,,Added,[0].displayDescription[0].members[0],,"{    ""displayContent"": ""Set up to pay by SEPA direct debit"",    ""displayId"": ""addDirectDebitSepaNewHeading"",    ""displayType"": ""heading""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&language=en-us&partner=northstarweb&operation=replace,paymentMethodDescriptions,direct_debit,de,en-us,northstarweb,replace,,,,Added,[0].displayDescription[0].members[10],,"{    ""displayContent"": ""You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done."",    ""displayId"": ""directDebitSepaUpdateNewLine1"",    ""displayType"": ""text""  }",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=storify&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,storify,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,Set up a SEPA Direct debit account,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=storify&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,storify,add,,,,Edited,[0].displayDescription[0].members[0].displayId,addDirectDebitSepaHeading,addDirectDebitSepaNewHeading,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=storify&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,storify,add,,,,Edited,[0].displayDescription[1].members[6].displayContent,You'll be redirected to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=storify&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,storify,add,,,,Edited,[0].displayDescription[1].members[6].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=cart&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,cart,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,SEPA direct debit,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=cart&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,cart,add,,,,Edited,[0].displayDescription[0].members[0].displayId,addDirectDebitSepaText,addDirectDebitSepaNewHeading,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=cart&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,cart,add,,,,Deleted,[0].displayDescription[0].members[0].tags,"{    ""font"": ""heading-2""  }",,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=cart&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,cart,add,,,,Edited,[0].displayDescription[1].members[4].displayContent,You'll be redirected to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=cart&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,cart,add,,,,Edited,[0].displayDescription[1].members[4].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsubs&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsubs,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,Set up a SEPA Direct debit account,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsubs&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsubs,add,,,,Edited,[0].displayDescription[0].members[0].displayId,addDirectDebitSepaHeading,addDirectDebitSepaNewHeading,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsubs&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsubs,add,,,,Edited,[0].displayDescription[1].members[6].displayContent,You'll be redirected to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsubs&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsubs,add,,,,Edited,[0].displayDescription[1].members[6].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsubs&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsubs,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,Set up a SEPA Direct debit account,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsubs&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsubs,add,,,,Edited,[0].displayDescription[0].members[0].displayId,addDirectDebitSepaHeading,addDirectDebitSepaNewHeading,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsubs&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsubs,add,,,,Edited,[0].displayDescription[1].members[6].displayContent,You'll be redirected to complete the signing process.,"You'll be redirected to verify your bank account. After that step, you'll be redirected back to Microsoft. If verification is successful, sign the SEPA Direct Debit Mandate and you're done.",200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=xboxsubs&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,xboxsubs,add,,,,Edited,[0].displayDescription[1].members[6].displayId,directDebitSepaDocuSignText,directDebitSepaUpdateNewLine1,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
users/me/paymentMethodDescriptions?country=de&family=direct_debit&type=sepa&language=en-US&partner=oxowebdirect&operation=add,paymentMethodDescriptions,direct_debit.sepa,de,en-US,oxowebdirect,add,,,,Edited,[0].displayDescription[0].members[0].displayContent,Set up a SEPA Direct debit account,Set up to pay by SEPA direct debit,200,200,None,,,[souravsharma - Expected changes due to sepa jpmc cleanup PR  13233874]
